citing_id,cited_id
127,101
127,209
127,681
127,1354
127,1383
127,1478
127,1498
127,1500
127,1508
127,3279
127,3420
127,3422
127,3434
127,3454
127,3500
127,3513
127,3515
127,3522
127,3524
127,3550
127,3557
127,3587
127,3595
127,3615
127,3621
127,3623
127,3633
127,3648
127,3650
127,3652
127,3865
127,12858
129,499
129,676
129,809
129,1025
129,5599
129,14330
141,54
141,81
141,85
141,134
141,289
141,308
141,699
141,903
141,992
141,1014
141,1044
141,1369
141,1791
141,3861
141,5599
141,11261
141,11290
141,11295
141,12267
141,12336
141,13050
141,13347
141,13587
141,13702
141,13876
141,13882
141,13887
141,13902
141,13943
141,13947
141,13949
141,13951
141,13986
141,13988
141,13998
141,14027
141,14033
141,14034
141,14059
141,14067
141,14069
148,53
148,96
148,275
148,11988
148,12520
148,13367
150,38
150,40
150,46
150,119
150,281
150,727
155,385
155,696
155,827
155,1034
155,1829
155,2493
155,2970
155,3316
155,3587
155,3738
156,127
156,152
156,3829
156,3833
156,3835
156,3837
156,3842
156,3885
156,3890
156,10608
157,40
157,210
157,306
157,11319
157,11425
158,38
158,39
158,43
158,97
162,59
162,566
162,567
162,2118
162,2383
162,3500
162,11274
162,11881
162,14462
170,45
170,60
170,461
186,65
186,152
186,205
186,223
186,1354
186,1359
186,3587
186,3661
186,3722
186,11849
194,126
194,152
194,161
194,700
194,772
194,1024
194,1064
194,1354
194,1404
194,1421
194,1746
194,1751
194,1781
194,3591
194,3606
194,3810
194,11333
194,11389
194,11580
194,12017
194,12424
194,12564
194,12775
194,12799
194,14620
195,267
195,352
195,809
195,11368
198,42
198,59
198,95
198,126
198,151
198,237
198,348
198,503
198,521
198,1498
198,1512
198,2015
198,2064
198,3422
198,3533
198,3587
198,3690
198,11496
198,12561
198,14330
205,949
205,1026
205,1354
205,3587
205,11739
208,59
208,446
208,503
208,832
209,1500
209,3336
209,3353
209,3434
209,3601
212,9
212,10
212,76
212,101
212,422
212,817
212,919
212,1000
212,1357
212,1377
212,1381
212,1383
212,1391
212,1401
212,1423
212,1427
212,1441
212,1443
212,1447
212,1451
212,1454
212,1464
212,1465
212,1473
212,1485
212,1489
212,1502
212,1508
212,1803
212,2493
212,2519
212,2961
212,2973
212,2977
212,2979
212,3000
212,3016
212,3279
212,3291
212,3296
212,3361
212,3366
212,3375
212,3420
212,3422
212,3444
212,3457
212,3500
212,3517
212,3519
212,3522
212,3572
212,3629
212,3659
212,10607
213,11956
219,45
223,1354
223,1744
223,1746
223,14012
225,209
225,593
225,2970
225,3424
225,3623
225,13789
234,42
234,72
234,379
234,1437
234,1734
234,1870
234,1875
234,1896
234,1964
234,2002
234,3448
234,11096
234,11236
234,12148
235,10
235,67
235,712
235,1379
235,1495
235,1728
235,2468
235,3320
235,3415
235,3661
235,3871
239,1352
239,1354
239,1357
239,1359
239,1361
239,1363
239,1706
239,1711
239,1713
239,1715
239,1717
239,1721
239,1723
239,1725
239,1728
239,1730
239,1732
239,1734
239,1736
239,1739
239,1741
239,1744
239,1746
239,1749
239,1751
239,1754
239,1756
249,67
249,205
249,284
249,1723
249,11095
250,770
250,833
250,1512
250,2950
250,3500
250,12345
250,13622
257,9
257,101
257,422
257,660
257,1379
257,1401
257,1406
257,1425
257,1454
257,1785
257,1881
257,1960
257,2495
257,2970
257,2977
257,2992
257,2998
257,3016
257,13124
257,13562
258,148
258,453
258,710
258,1028
258,11466
258,11591
258,11635
258,11716
258,12041
258,12628
258,12687
258,12848
258,12934
259,10
259,101
259,571
259,1066
259,1357
259,1375
259,1377
259,1385
259,1387
259,1389
259,1399
259,1417
259,1419
259,1421
259,1445
259,1447
259,1801
259,1816
259,1827
259,1893
259,2089
259,2098
259,2116
259,2170
259,2185
259,2204
259,2240
259,2491
259,2543
259,2973
259,3028
259,3140
259,3279
259,3407
259,3522
259,3591
259,3767
259,3810
259,11480
259,14065
263,1713
263,1749
263,3351
263,3355
267,127
267,379
267,888
267,1810
267,11511
267,14330
270,59
270,521
270,2052
270,2078
270,2080
270,2523
270,11130
270,14046
270,14462
274,42
274,78
274,102
274,162
274,209
274,452
274,484
274,549
274,624
274,733
274,984
274,1369
274,1500
274,1515
274,1837
274,2145
274,11529
274,11562
274,12421
274,12920
274,13185
274,13444
274,13596
274,13789
275,3722
275,13073
276,38
276,40
276,41
276,43
276,56
276,68
276,113
276,133
276,181
276,248
276,335
276,477
276,525
276,11688
276,12638
280,38
280,40
280,41
280,46
280,118
281,119
281,11760
284,67
284,205
284,593
284,1354
284,1377
284,1406
284,1728
284,11734
287,1986
287,2934
287,3424
293,38
293,40
293,46
293,106
293,200
293,248
293,335
293,477
293,11148
293,11688
298,38
298,39
298,40
298,41
298,43
298,46
298,114
298,140
298,248
298,268
298,569
298,11861
301,67
301,84
301,92
301,155
301,224
301,235
301,239
301,348
301,386
301,451
